review,rating
"in most movies , friendships are the equivalent of cinematic side orders . especially in contemporary productions , almost every main character has to have a best friend . this facilitates character development and allows secondary interaction . rarely , however , is friendship the point of a movie . that's not the case in the object of my affection , which , although it is a little about sex and love , is much more about the undemanding , casual affection that builds between real friends . the chemistry between aniston and rudd is perfect in establishing this relationship . they have a real camaraderie which is only occasionally spiced up by a hint of sexual tension . jennifer aniston's movie career has proceeded along an interesting trajectory . she broke into the big screen business in leprechaun , a low-budget horror flick that she would probably prefer to forget about . in her first feature starring role , picture perfect , she showed hints of the charisma that has earner her a legion of loyal fans , but not until the object of my affection has she truly sparkled . as nina , aniston not only displays a surprising capacity for both comedy and drama , but she shines with the kind of star quality that only a handful of current performers exhibit . the object of my affection is clearly better because of her , not in spite of her . this isn't a standout performance , but rudd is good enough to convince us that his character feels genuine affection for nina . alan alda , who has a supporting part as nina's brother-in-law , provides a fair share of humor in an openly-comic role . and nigel hawthorne once again proves his strength as an actor by fashioning a memorable individual out of what is little more than a bit part . hawthorne's rodney fraser is the kind of sad , lonely man who effortlessly captures one's pity . many aspects of the object of my affection are not new to movies . in fact , the central theme , which struggles with the similarities and differences between sexual and platonic love , has been more fully explored in recent historical features like carrington and mrs . the one thing that all of these films have over the object of my affection is an edge ? each of them tries something a little unconventional and risky , while this movie attempts to be a crowd-pleaser . this is apparently director nicholas hytner's push to make a mainstream hollywood movie . the respected british director , whose best- known effort is probably the madness of king george , has a keen sense of character and a good feel for the details of a friendship , and these are the reasons why the object of my affection , which has a pleasant ( but not superlative ) script , work . for , while many of the secondary relationships are sketchily-developed and occasionally hard-to-swallow , the connection between george and nina is so strong and believable that it draws us into their world and allows us to root for the seemingly- improbable happy ending . "" my belief is that no movie , nothing in life , leaves people neutral . you either leave them up or you leave them down . "" -- david puttnam",0.7
"the male stars keep the film flying along . billy bob might just be the best character actor in the movies today . i just wish cusack would lose that coy smile he seems to bring with him in every role he has , it is starting to wear tiredly lame on him . these stars make their characters seem more real than they have a right to be , because the story is just too thin to carry much weight on it , except to follow its commercial instincts and provide the audience with enough obvious action sequences to keep the pace of the film moving at jet speed , allowing hardly any time for one to sit back and think about the real turbulence that could have been experienced about traffic controllers' stress from the job . the chaos and controlled confusion in the tower , and close camaraderie waffling in the air between the controllers and even their bosses was fun to watch , as well as giving the audience a chance to be looking over their shoulders at the computer screens they work with , giving an accurate and colorful view of the job they do . it is really astonishing that a film about traffic controllers wouldn't even mention the most startling event that ever happened to them . i'm afraid that scenes such as this one , are the only redeeming features of this comedy/romance that saved it from crashing .",0.5
"unless infused with some sort of unique energy , road pictures have become a worn-out genre , as proved by father hood . it's a mystery to me why films like this get made . do we really need to spend ninety minutes following the misadventures of two children and an adult ( who often displays less maturity than his offspring ) as they run around the country trying to get to know one another ? how many hundreds of movies and television shows have had the same plot ? there is little to relieve the tedium of this film , except an impressive performance by little-known actress sabrina lloyd . unfortunately , this is not the movie anyone wants to have it said that they gave their most memorable performance in . if i had cared about the characters , perhaps the unbelievable number of plot implausibilities wouldn't have bothered me as much , but no one in this film manages to grab more than a token amount of sympathy , especially not jack , who is an annoying , arrogant jerk . give patrick swayze credit ( if you want to call it that ) for playing this guy with the right amount of sleaze to get the audience to actively dislike him . the two kids have their moments . actually , i should say that lloyd's kelly has her moments . eddie , as played by brian bonsall , a young actor of limited appeal and talent , is pretty much a nonentity . the script tries too hard to manipulate the audience into sympathizing with them , and that immediately put me on guard . movies of substance rarely resort to such blatant emotional trickery . small roles are given to notables like diane ladd and michael ironside , but these two hardly have more than a few moments on screen . halle berry , who's given second billing behind swayze , doesn't have a role that's much more significant . it's an understatement to say that her talent is wasted . on top of all this , as if sitting through this movie isn't a bad enough experience in the first place , the film makers manage to steal away any possible tension through their structuring of the story . father hood comes complete with a social message that's as old as dickens' oliver twist . while i would support a movie that grapples with the problem sensitively and intelligently , this is not that film . it takes a good- guy , bad-guy approach to the situation and presents it from a decidedly singleminded viewpoint designed to stir the viewer's emotions , not make him or her think about the seriousness of what's going on . in fact , the low quality of father hood may actually sabotage the message it's trying to get across . that too was a road film featuring an older , somewhat callous guardian and the two children he was entrusted with . the similarities extend no further than plot structure and character background , because il ladro di bambini is an excellent movie , and viewing it makes the faults of father hood seem that much more glaring . there may not have been many like me , but i was actually impressed by patrick swayze's performance in city of joy . but with the release of this example of ugliness , i may have to admit to being mistaken . and "" mistake "" is a key word here , because that's exactly what this entire production is .",0.33
""" and i say this with all due respect . i have to admit , you're a babe . "" leave it to beaver's june cleaver , as played with grace and delicate wit by janine turner , is a knockout . "" you know what that does to me . "" ) next to the surprise that the remake of the 1950's tv series is reasonably charming , the biggest surprise is that the parents -- christopher mcdonald plays a sincere ward cleaver -- steal the show . even the twelve-year-olds are interesting , but poor eight-year-old beaver cleaver , played by the numbers by cameron finley , is stuck with the least imaginative part of all . ( osmond as well as the original june , barbara billingsley , appear in brief cameo roles in the remake . the new june is much better , but don't be surprised if you pine for the old , more nefarious eddie . ) erik von detten's wally is more laid back than the original and more interested in the opposite sex . when wally spins the bottle during that quintessential adolescent ritual of old , the result is as touching as it is predictable . although the script by brian levant and lon diamond has some of the obligatory , campy scenes , for the bulk of the film the addition of a laugh track would be impossible . unlike the series , which was strictly comedy , the movie has a gentler and more serious tone . randy edelman's sweeping music has the drama of a much more substantial endeavor . combined with thomas del ruth's warm backlit cinematography and perry andelin blake's colorfully nostalgic sets , the picture beckons us to enter and enjoy even if the story gets pretty thin . "" hamlet "" it isn't . "" if i grow up and have as dumb a kid as me , "" decides beaver . "" it'd be hard not to want to belt him . "" the film itself succeeds in spite of , not because of , beaver's laughable stupidity . director andy cadiff has the good sense to focus on the rest of the family . it is rated pg for a couple of instances of bathroom humor . the film would be fine for any age , and i suspect that the baby-boomer parents may like it better than their kids , who are the putative audience for the picture . my son jeffrey , age 8 , thought the film was "" really good "" and commented that it might make his top 20 of the year list . i recommend this small pleasure to your family and give it * * 1/2 . * * * * = a must see film . * * * = excellent show . look for it . * * = average movie . kind of enjoyable . * = poor show . don't waste your money . 0 = totally and painfully unbearable picture . opinions expressed are mine and not meant to reflect my employer's .",0.6
"director : bille august . mpaa rating : pg-13 ( adult themes , profanity , violence ) running time : 131 minutes . i've been hearing people refer to the new film adaptation of les miserables as "" lay miz , "" which goes to show what the common frame of reference is going to be . that abbreviated moniker comes , of course , from alain boublil and claude-michel schonberg's immensely popular musical adaptation , which has been selling out theaters around the world for over a decade . they know all this not so much because they are familiar with victor hugo's novel , but because of that musical with its signature waif-and-tricolor iconography . bille august's straightforward rendering of les miserables makes you realize exactly why the story works so well as grand opera . the film is certainly faithful to most basic events of the novel , though it cuts certain characters entirely and chops other encounters down to a bare minimum . it's not textual fidelity which is lacking in les miserables ; it's emotional scope . virtually every scene feels muted , the passions tamed to a state of dignified dissatisfaction . what les miserables really needed was for someone , anyone , to break into song . the stage production captured the sweeping melodrama of hugo brilliantly -- the battles carried a tragic grandeur , the conflicts shook the foundations of society , and the deaths were moments to jerk tears from the driest eyes . there is no substitute for the kind of dramatic economy music or a well-constructed song can provide ; three minutes of furtive conversation between cosette and marius ( hans matheson ) can't create nearly the convincing sense of love at first sight that three minutes of "" in my life "" does . the film seems to have been crafted and edited strictly to make sure certain necessary plot details were included , with little interest in building momentum towards a cathartic release . from a certain standpoint -- one with no musical preconceptions in the way -- les miserables is perfectly effective as period drama , and a fine introduction to the classic story . technical credits are first rate , with costumes by the gifted gabriella pesucci ( the age of innocence ) and effective recreations of 19th century paris . the exceptional cast does generally sharp work , particularly rush in a more interesting and subtle performance than his oscar-winning showcase of tics and flourishes in shine . often , however , it feels as though august is keeping them all on a leash , eschewing musical theater in favor of "" masterpiece theater . "" there's no real power to the film , nothing which suggest the popular response inspired by the musical . i suspect that the only viewers who will be genuinely satisfied with les miserables are those who don't come in with radically different expectations in mind . . . expectations see the moviepage for details , or reply to this message with subject line "" subscribe "" .",0.5
"the quirky duo who hung around in the background of kevin smith's 1994 debut feature , clerks , have returned to the screen for the followup , mallrats , the middle picture of the so-called "" new jersey trilogy . "" in many ways , this new movie is a less original , not-as-funny , full color redressing of clerks . despite a broad range of effective comedy and a decent laugh-per-minute ratio , mallrats is likely to be a moderate disappointment for anyone who guffawed their way through the previous film . their role here is a little more prominent than in their previous outing , and about half of mallrats' best humor is centered around them . they're involved in quite a bit of road runner/wylie coyote slapstick which , while obviously juvenile , is still hilarious . the script for mallrats is rather disjointed and episodic . although smith's knack for insightful comic dialogue is much in evidence , many of the lines aren't the equal of those in clerks for cleverness or humor . and , the less funny the dialogue is , the more stilted and unnatural it seems . there are several painfully awkward "" dead spots "" in mallrats where nothing works--not the dialogue , the acting , or the direction . pop references abound with as much regularity as the jokes ( sometimes they are the jokes ) . these range from nods to classic movies ( sundance in butch cassidy and the sundance kid ) , star wars , and '80s teen farces ( such as those directed by john hughes ) to comic book characters , "" the dating game "" , and ( inevitably , given shannen doherty's presence ) a certain current tv show with a zip code in the title . smith is aware that there is a niche audience for mallrats--the under-30 crowd . as a result , the film plays almost exclusively to this group , and comes across as a grungy , male version of clueless . there is such a thing as the "" sophomore jinx "" for film makers . smith freely admits that he toned down the script and broadened the comedy in a quest for wider appeal , and allows that mallrats is a far less "" cerebral "" film than clerks . time , of course , will tell , but as long as jay and silent bob are around , future efforts can't be all that bad--or , for that matter , all that deep .",0.67
"the film's poetic title can be explained as follows : that the sun always sets instead of rises during the day of an execution . they are more interested to see how the chair works than in anything else . the jury didn't believe the 'ghost story' he told . but 46 says he can't be fooled , he would know his gestures anywhere . the story was well told , but the acting left a lot to be desired . and all that religious stuff thrown in , about how god listens to you , was strictly cornball . but as far as b-films go , this one is above average .",0.5
"cecilia roth , the wonderful argentinian-born actress , is the focal point of the film and it is fair to say that her outstanding performance tries to portray what the director wants to say about the nature of motherhood . in this film there is little difference between what is real and what is fake . this is the 13th pedro almod ? var film i have seen , one that many critics say shows the aging , enfant terrible director maturing , becoming kinder and gentler , showing a capacity for making a film with more of a conventional plot and being less interested in shocking his audience as he once loved to do . but the shock is still there , enough of it to keep it from becoming a mainstream film . to visually show her path back and forth from barcelona to madrid , there is a stunningly photographed tunnel looking very much like a womb , with a train racing through it . though the film has a pungency to it , there are just too many scenes where the wit seems forced and doesn't flow in the natural rhythm of the story . the film is filled with many references and homages to other hollywood films and to writers , something that is both good and bad . it is good because too many films are devoid of any intellectual influences . bad because the references are overused here , making the director's gushy homages too syrupy for my taste buds . but he doesn't know that . this is a story about many different things : its subplots could take you into areas such as organ donors , aids , coincidences , family relationships , family values , and the affects of pop culture on the public ( take note of that hilarious diaper commercial , an actual one shown on spanish tv ) ; but , the film's main premises were about : praising actresses , praising motherhood , praising sexual ambiguity , and praising the kindness from strangers ( tolerance of all people seems to be the strongest message emanating from the film ) . the mixed feelings i got about the film come from my not being sure if this film is meant to be taken as a parody or a tragic soap opera . there were times i didn't know whether i was supposed to laugh at all this or cry . this film is melodramatic in the tradition of the douglas sirk nuclear family romantic rock hudson and dorothy malone ones of the 1950s , but with almod ? var , it becomes even a weepier one , one that is mostly outrageous , one whose family nature is more ambiguous and certainly not nuclear . it is a film that is paradoxical : men can be actresses also . the deftness of the cinematography and the array of colors displayed are simply dazzling . this film could be enjoyed solely for its bright orange , red and yellow patterns , giving the eye a startling light show to feast on , as the camera is constantly moving from one thing of beauty to another . it is worth noting , that there is no criticism by the director for any of his characters , no matter how they screw things up . the problem with all this adulation is that all the flattery has a hollow ring to it , it is just too good to be true , and his characters are not completely believable because of this . the film's strength lies in the emotions of the characters ; their close-ups revealing an inner strength in them , that no matter what they've been through , they will stick together and not succumb to their overwhelming problems . a pregnant nun in an almod ? var film shouldn't be that surprising to his fans , in fact what else should they expect ! this is another of the director's themes , of how the ones who are supposed to be normal and try so hard to convey that impression , are really fakes , while the ones who are considered to be oddballs in society , could be the normal ones , who are at least living out their fantasies . the hurt look on rosa's face after her father leaves , gives us a picture of her thought process that is better than dialogue , it is one that is worth savoring . there is one scene when agrado announces that the performance of "" streetcar . . . "" of course , this clears most of the audience out , with those few remaining being mostly the young and more daring ones , the same audience that has sustained the director over the years . she proceeds to tell how he got put together into a she and how much each part cost , in a comic bit that seemed , at least it did to me , that the director was trying to please his audience too much . trying the actors were all splendid . i was particularly impressed by marisa paredes' subtle but invigorating performance . the aging actress had a certain air about her that invigorated every scene she was in , showing how vulnerable and engaging an actress she is . but when the spotlight was on marisa , what the director was trying to say about actresses' had a clarity about it that didn't seem forced . but still , what makes an almod ? var film special , is his eye for visual effects . i haven't seen a more stunning visual film all year ( it is comparable to kubrick's "" eyes wide shut "" ) . i was so dazzled by the visuals , that the film's metaphors , bizarre tale , and great actors , seem to take second place to the visual splendor of the film . as good as this film is , one of the problems almod ? var still has , is that he can't make his outrageous characters distinguishable from caricatures . this cloy act of his does not make agrado any more compelling . one must give almod ? var credit for getting his voice heard in the mainstream while keeping his artististic integrity intact . that is not an easy thing to do and the director has used the popular vehicle of hollywood melodrama to add his own sense of culture and literary references to it , despite the differences i have with his approach to the characters and their development . the film's story line is ludicrous but the hurt the characters receive as perceived by them is real . almod ? var retains in this work an intriguing call for the bizarre , that keeps the film from descending toward being a hollywood one . but it also never reaches great artistic heights . there are no breakthroughs in character study . this is basically still a message film . a most amusing and diverting portrayal of the sexually ambiguous , but not a great film . the critical success of this film makes for strange bedfellows , when the 'chic' cannes crowd hooted in disappointment that the film wasn't chosen as the best one in the festival , but cheered when almod ? var won for best director , they now might be considered as part of the usual almod ? var fan base of weirdoes and independent-minded movie goers , a fan base that seems to be growing to accomodate a different type of enthusiast , one that is more establishment orientated .",0.7
"poetry is the vehicle of choice for how the story is best transcribed onscreen , since dialogue is almost non-existent . it is told as if time doesn't exist , one event runs into another and everything seems jumbled . images of water and fire are used throughout the film for purposes of symbolically cleansing the soul and destroying the impurities in it . paint is used as a contrast to blood . in a film loaded with contrasts , the huge gap between most of the population which is poor , is harshly contrasted with those who have money to burn . innocence is being corrupted by the experienced , proving that nothing remains pure in this city that steals one's life , one's poetry , and one's spirit . which signifies that there is something despairing about the foreign influence in vietnam , but what that despair exactly means , is never clearly stated in the context of the story . he somehow keeps her a virgin by having her do all the kinky sex tricks that do not involve touching , like peeing for a customer . this film is a visual masterpiece , capturing the frenetic pace of life in the city and the faces of sorrow on the poor ; it paints an unsentimental picture of a place that is a living hell . but it is not a masterpiece storywise , as its storyline was rambling , laying no specific blame for what is happening on the local government or for that matter , on anyone , only implying how rotten the western influence is . also , it seemed to me , there were too many violent scenes , as the filmmaker seems to revel in them without expounding on them . this powerful film offers westerners a potent dosage of what life is like in a third world country , a country most americans only envision in a depersonalized way , but the film still had too many gaps in its storytelling and too many loose ends it left not fully developed . cyclo , as a person , should have been more flesh-and-blood like , rather than used as merely a morbid symbolic example of the loss of innocence . there was something there that just seemed to be elusive about the film , the director just wouldn't let the viewer get into without imposing his own personal barriers ; he doesn't even want to give us their real names , as if he thought , we would sully their hardships even more than it already is . he mainly wants to shock our sensibilities , to have us look plaintively at his native country like he does , even if he too is only a tourist . there is nothing wrong with that in itself , but his social designs could have been painted with clearer brush strokes . the contrast between those who are gentle and those who are brutal , and those who are dreamers and those who can't dream anymore , could have been better utilized than to point out the obvious , of how wretched a place this is and of how the gentle ( innocent ) have little chance of succeeding . still , this is one powerful film , filled with relentless and disturbing visualizations , whose poetic voice comes from the inside of the director and is strong and boiling over with metaphorical emotion . cyclo was a deserved winner of a golden lion award for best film at the venice film festival .",0.7
"for the movie's 60th anniversary , disney has devised an almost all-new film ; only mickey's famous "" sorcerer's apprentice "" segment remains . fantasia , perhaps cinema's most beloved musical montage , has not merely been updated . it has an entirely new medium for its latest incarnation . disney decided that they would shoot it in imax , a format normally reserved for films in which the viewers vicariously risk their lives climbing mountains ( everest ) or riding roller coasters ( thrill ride ) . the resulting film , fantasia/2000 , is a real treat for the ears . it is in the visuals that the movie comes up so short that it has to be labeled a disappointment . given the three-dimensional realism that we've seen this past year from disney ( tarzan ) , pixar/disney ( toy story 2 ) and other studios ( the princess mononoke ) , most of the illustrations in fantasia/2000 look flat and uninviting by comparison . then there is the choice of imax as the medium , which might seem a cute idea but turns out to be a fundamental mistake . blown up several stories high , the animation's flaws are magnified . what should be compelling instead turns out to be too busy and garish as gigantic images flash across the screen . mickey's segment , especially , suffers by being stretched . why they didn't repaint the colors is a mystery because it leaves this episode looking needlessly dated due to its grainy texture . when it ends , they cut to a properly colored mickey , which just emphasizes the inadequate restoration of the original portion . fantasia/2000 isn't a bad movie , just one with so much potential that it causes you to dwell on its flaws . take the whale sequence . as these beautiful animals frolic and splash in the ocean , the director decided not to include any sound effects . normally such a scene would have had some realistic water sounds overlaid with the music . without them , the piece has a strangely remote and detached feeling . go in with low expectations , try not to be too demanding when it comes to the animation and fantasia/2000 will prove a pleasant enough experience . just try to forget how good it could and should have been . it is rated g and would be fine for all ages , although many kids will be bored as there is little plot to hold their attention . my son jeffrey , age 10 , liked the movie enough to give it * * 1/2 . it was so different for him that he didn't know quite what to make of it or how to rate it . he liked most of the segments , except the ending one , which he found too fast and confusing .",0.6
"the production notes trumpet the matchmaker as "" a romantic comedy for people who hate romantic comedies . "" this statement implies that the film has something exceptionally original or daring to offer those who are tired of screen love affairs that follow a predictable trajectory from point a to point b . in fact , it's false advertising . there's nothing remotely special about the romantic component of this picture -- it's strictly boy meets girl , boy loses girl due to a silly misunderstanding , and boy gets back together with girl in time for the end credits . so why would anyone who hates romantic comedies like this one ? presumably because the film makers believe that janeane garofalo is the type of atypical leading lady who will attract a more cynical audience . indeed , she shows the same unselfconscious charm in the matchmaker that made her character so irresistible in cats and dogs . the primary difference is that the script for this film has a confused sense of what it wants to accomplish , and , as a result , director mark joffe ( cosi ) is unable to utilize garofalo's talents fully . the film begins conventionally enough . unfortunately , instead of just allowing the story to coast along through familiar romantic comedy terrain , the film makers choose to bring back the political sideshow during the final half-hour . this might have been okay had the material been well-written , but it's all trite and derivative . the matchmaker's script doesn't offer one observation about the american political process that hasn't been presented many times before , frequently in better movies . worse still , as this aspect of the plot attains pre- eminence during the closing twenty minutes , marcy and her romantic situation are crowded out . maybe the reason romantic comedy haters are supposed to appreciate this film is because , after a hour's buildup , the love story gets shortchanged . also , since the movie was shot on location in ireland , a dash of the local color and scenery gets thrown into the mix , and there don't seem to be as many stereotypes as one might normally expect from a production of this nature . however , while the romantic stuff here works , the unsavvy and unappealing political material proves to be a constant irritant ( and leads to the film's worst moment -- a short , preachy speech on ethics delivered in strident tones by garofalo ) . as a result , the movie's marriage of true love and cynical campaigning turns out to be less than a match made in heaven . "" the cinema is not an art which films life : the cinema is something between art and life . unlike painting and literature , the cinema both gives to life and takes from it . . . "" - jean-luc godard",0.6
"screenplay : deborah kaplan and harry elfont . mpaa rating : pg-13 ( profanity , adult themes , sexual situations ) running time : 96 minutes . deborah kaplan and harry elfont have commented that one of the reasons they made can't hardly wait was that "" nobody was making those good john hughes teen comedies any more . "" that's probably why can't hardly wait feels so much like a greatest hits compilation , peppered with recognizable elements from the entire hughes oeuvre of the mid-80s and a dozen other teen comedies of the last 25 years for good measure . that's one hefty dose of deja-vu , enough to overwhelm most films this slight . fortunately , kaplan and elfont prove as adept at entertaining as they are at reminiscing . can't hardly wait may be familiar and predictable , but it's never out-and-out dumb , and at times it's surprisingly funny . the appealing cast features solid work from lauren ambrose as vulnerable wiseacre denise and seth green as a tries-too-hard homeboy with whom she ends up locked in a bathroom . some of the forced whimsy does fall flat ( notably jenna elfman's cameo as an "" angel "" offering advice to the lovelorn preston ) , and kaplan and elfont probably toss a few too many pop culture references on the fire . for once , however , the problems in a teen comedy spring from over-writing rather than under-writing . if there's one noteworthy hole in can't hardly wait , it's the central plot of preston's pursuit of amanda . ethan embry is pleasant enough in an unrequited puppy-dog way , but this is the kind of role john cusack defined a decade ago ; you root for preston not because his entire demeanor sells his longing , but because the machinations of the plot point you in that direction . of all the plot threads running through can't hardly wait , theirs is by far the least interesting , though it's the one inevitably destined to provide the happy ending . still , it's hard not to find charms in a teen comedy that's lively , moderately intelligent and effective in its portrayal of high school social dynamics . it also features a wonderfully eclectic soundtrack which runs the gamut from guns 'n' roses to smashmouth , from third eye blind to run-dmc , from parliament to the title tune by the replacements . can't hardly wait even manages to include a bit of social commentary in its adolescent craziness , promoting environmental awareness , safe sex and responsible drinking and driving behavior . sure , the latter is emphasized when party attendees drop their car keys into a bowl , which is yet another detail swiped from say anything . can't hardly wait shows off its antecedents unabashedly , and still comes up with something satisfying on its own level . looks like john hughes didn't have to worry about telling a generation of movie-goers "" don't you forget about me . "" see the moviepage for details , or reply to this message with subject line "" subscribe "" .",0.6
"it traces in particular the aspects of women's work and their servitude that covers a 10-year period - from 1951 to 1961 . it is seen through the eyes of mui . because of this the young child tin , in particular , acts unruly , taking it out mostly on mui . the second part of the film pales in comparison to part one , and that is because the innocent mui as a child was the glue that held the film together and made it seem so special . the older mui doesn't radiate the same warmth on the screen . this is a very pleasing and subtle tale about the strength of the human spirit and the artistic quietude one has when finding peace within one's self . it is about a traditional culture that is no longer common , if it exists at all , since the vietnam war . a terrific film , one of tremendous visual beauty , but one that steers clear of any overt political messages . at cannes , it was named the best film by a first-time director . it also received a nomination for best foreign film at the oscars .",0.7
"cast : aaron eckhart , matt malloy , stacy edwards director : neil labute producers : mark archer , neil labute , stephen pevner screenplay : neil labute cinematography : tony hettinger music : karel roessingh , ken williams u . s . distributor : sony pictures classics in the company of men is one of those rarest of rare breeds -- a movie that doesn't just ignore hollywood conventions , but openly flouts them . the reason is simple : because of its brutally-direct depiction of certain aspects of the current north american social climate , in the company of men is anything but entertaining . it's virtually impossible to sit through this film without suffering bouts of intense discomfort , and therein lies its power . the picture begins as something much different than what it concludes as , and the metamorphosis occurs so gradually that it only becomes apparent in retrospect . ultimately , however , this only a small piece of the much larger pie into which neil labute's directorial debut slices . in the company of men widens its focus to encompass the falseness and gamesmanship that underlies many aspects of everyday human interaction . it's a cynical perspective that's all the more disturbing because it's grounded so deeply in reality . the characters here aren't cardboard cut-out stereotypes -- they're the kind of people you can find anywhere inside or outside of the workplace . have you ever seen anyone leap from the top of a skyscraper ? the revulsion and horror are indescribable , but the compulsion to look is too great to ignore . no matter how deeply the experience tears at the soul , we can not avert our eyes . it's a base reaction , but that's human nature . sitting through in the company of men is a cleaner , more guilt-free experience , but it's not entirely dissimilar -- much as we dread viewing what must happen , we cannot tear ourselves away . as painful as this film can be , it is never less than engrossing . the film doesn't follow a linear path ; it evolves continually , which is untrue of many lesser motion pictures . at the beginning , everything seems deceptively simple , but there are layers of complexity underlying each move . as the story unfolds , it becomes difficult to discern a genuine action from a duplicitous one , and once-clear motives grow murky . slowly , however , the truth begins to assert itself , and , for those who really understand what drives these characters , the ending will be inevitable , not surprising . much of labute's script is about manipulation and deceit , but he's smart enough to show the characters manipulating each other without turning that manipulation on the audience . nevertheless , because we become so involved in the interaction between these people , it's impossible for us not to be enflamed by what's transpiring , or to hope that justice comes from heaven in the form of a lightning bolt . part of us wants a deus ex machina resolution ; however , labute's solution is more true , albeit less cathartic . and , considering the overall impact of in the company of men , it's hardly worth mentioning the writer/director's few rookie mistakes ( static camera placement , occasionally stilted word choice ) . the lead actors , none of whom are well-known , give impressive performances . aaron eckhart , who has slightly more camera time than his fellows , brings a surprising depth of humanity to the charming-but- vengeful mastermind of the plan . if you want every movie that you see to be sleepless in seattle , avoid in the company of men . this movie doesn't take prisoners , and "" feel good "" is a term no one will ever use to describe it . but in the company of men deserves high praise because what it does , it does extraordinarily well . finally , here's a film with the guts to tell this kind of the story without turning it into a fairy tale . it's rare for any motion picture to generate such a profound sense of disquiet , but the path traversed by labute's characters is so bold that it's impossible not to be affected .",0.9
"cast : damon wayans , adam sandler , james caan , james farentino , kristen wilson , bill nunn , mark roberts director : ernest dickerson producers : robert simonds screenplay : lewis colick , joe gayton cinematography : steven bernstein music : elmer bernstein u . s . distributor : universal pictures on paper , it sounds like a strange idea : damon wayans and adam sandler paired in a 48 hours/lethal weapon-type buddy/action film . of course , this isn't the first time two comic actors have done this sort of thing ( for a recent example , recall martin lawrence and will smith in the better-to-be-forgotten bad boys ) , and , to be fair , wayans has previously appeared in shoot-'em-ups ( like the last boy scout , opposite bruce willis ) . surprisingly , however , this unlikely match works , due primarily to the charisma of both participants . what doesn't hold up , however , is the ho-hum storyline that wayans and sandler find themselves stranded in . universal pictures has labeled bulletproof as a "" comedy action film "" , and that's precisely what it is . the problem is , while some of the humor is very funny , there's nothing remotely interesting about the action stuff . it's all redundant and recycled , with a few feeble riffs added in a failed attempt to give things an original look . the only thing to elevate the material slightly is the use of more elaborate jokes than the one-line wisecracks that permeate the genre . a secondary aspect of the film concentrates on the consequences of betrayal , and , while this subject matter is handled somewhat haphazardly , there is a nice little twist that emphasizes it . at times , bulletproof delights in parodying action staples , which makes it all the more disappointing that the film ultimately relies on so many of them in a straightforward , traditional fashion . the homoerotic subtext apparent in many "" buddy movies "" is toyed with in an inoffensive , over-the-top fashion , as is the formula necessitating that the bad guy has a mole working in the police department . and , if you've seen the previews , you know how funny adam sandler's off-key rendition of "" i'll always love you "" ( from the bodyguard ) is . that , and the entire sequence surrounding it , represents bulletproof's indisputable high point . sandler and wayans work so well together that a future teaming ( with a more daring script ) would be welcome . he may not be losing interest in this kind of role , but i'm getting bored of seeing him do it . then there's kristin wilson , who , aside from her gorgeous eyes , brings little to the tired love interest role . largely because it provoked a few hearty laughs , i found myself enjoying bulletproof more than i expected . with a little extra imagination invested in the action elements , this could have been a worthwhile "" popcorn "" endeavor . as things are , it's a marginal feature likely to appeal to those who don't demand much from their comedy action films . anyone hoping for something more meaty will find that bulletproof has a few too many holes .",0.55
"as directed by john singleton ( rosewood ) , the remake of shaft far surpasses the original , which starred richard roundtree . the movie is a perfect summer film , completely enjoyable with lots of action . like the old westerns , this popcorn movie features a good guy who kills bad guys left and right without worrying about any rules . criminals in shaft don't have any miranda rights or any other rights for that matter . the film's body count is in the dozens since shaft doesn't shoot to wound , and he certainly doesn't miss . when you mention shaft , most people just think of its theme music , which this remake uses to advantage . besides opening with the theme to get us in the mood , it cuts back to it periodically to reenergize us . of course , with action this lively , it isn't clear that we ever need our batteries recharged . the simple plot has two major threads . christian bale , last seen chillingly as patrick bateman in american psycho , is perfectly cast as walter , a depraved preppie . since bale is so good at playing nefarious characters , my single complaint about the picture is that we did not get to see more of walter's villainy . wright delivers a fascinating performance that manages to become even more mesmerizing by his godfather-like speech . with a thick accent and talking like he has marbles in his mouth , wright crafts a unique character . don't be surprised if wright is talked up for an oscar nomination for his supporting role . but along the way , if dozens of criminals have to die , well that's the way it is in the old west or in the ghetto . some movies stretch our imagination and build our intellect . some just give us a good old-fashioned time at the theater . shaft is happy just to do the latter . shaft may not tax your brain , but it will tickle your funny bone and give you ample opportunity to cheer the good guys and hiss the bad . it's pure , unadulterated fun . it is rated r for strong violence and language and would be acceptable for older teenagers .",0.7
